wage,height,weight,age,educ,male,married
46200,172,92,53,11.5,1,1
32498,163,68,26,14.5,0,0
22350,178,90,60,10.5,1,0
27900,162,59,52,11,0,0
47600,198,90,56,18,1,1
36100,172,80,55,18,0,1
45250,182,78,32,13,1,0
44597,175,90,58,10.5,1,1
69997,170,67,37,13,1,0
43547,170,70,46,11.5,0,0
23200,168,48,38,11.5,0,0
39492,181,140,47,11.5,1,1
33593,178,91,44,11.5,1,1
60000,180,185,39,11.5,1,1
18722,162,95,38,11.5,0,1
90000,182,94,51,15,1,1
29900,179,90,59,10.5,1,1
27307,170,80,62,10.5,1,1
27600,192,92,50,10.5,1,1
27900,158,61,49,11.5,0,1
42500,194,98,41,11.5,1,1
39150,163,80,49,11.5,0,0
44439,178,75,51,12,1,0
60000,167,71,58,12,1,1
32482,165,65,42,10.5,1,0
23307,155,54,55,12,0,0
48100,168,70,48,11,0,1
42000,178,105,46,12,1,1
14400,155,55,42,12,0,0
21267,178,81,30,15,1,0
33009,180,85,42,18,1,0
14400,168,59,32,10,0,0
90000,170,78,41,11.5,1,1
27040,184,84,48,11,1,0
54111,175,75,48,18,1,1
32464,175,78,46,18,0,1
101700,195,100,41,12,1,1
19800,179,92,57,15,1,1
45144,170,65,28,11.5,0,0
34708,175,85,51,11.5,1,1
24966,165,98,52,11.5,0,1
57960,178,85,42,16,1,1
37200,192,110,51,11.5,1,1
109000,176,80,57,10.5,1,1
39700,173,79,42,11.5,1,1
41280,175,67,34,7,1,1
28980,172,125,46,11.5,1,1
38400,174,55,34,16,0,1
60000,192,75,31,18,1,1
13453,184,83,30,7,1,1
16582,170,76,45,14.5,0,0
38041,174,71,41,9,1,1
13936,173,69,37,11.5,0,0
32230,190,87,42,12,1,0
35300,187,82,51,10.5,1,1
45600,182,100,46,12,1,1
29300,182,80,39,10.5,1,1
19400,164,67,34,10.5,0,1
60000,187,85,53,12,1,1
31500,180,76,44,10.5,1,1
30650,178,92,55,10.5,1,1
16544,165,70,54,10.5,0,1
38000,185,105,41,11,1,1
30002,194,96,31,11,1,1
21080,167,80,58,10.5,1,1
25601,168,50,30,11.5,1,0
25378,178,51,27,11.5,1,0
31900,176,97,61,12,1,0
32500,180,98,38,11.5,1,1
41100,180,90,43,10.5,1,1
40300,185,130,42,10.5,1,1
40080,178,91,60,10.5,1,1
33800,176,70,30,16,0,1
28800,193,88,37,11.5,1,1
24000,178,67,50,10.5,1,1
15600,168,78,44,10.5,0,1
37900,180,82,60,10.5,1,1
25700,165,50,30,11.5,0,0
29200,185,100,50,11.5,1,1
65687,188,93,31,11.5,1,1
37000,173,72,35,14.5,1,1
35000,164,58,33,14.5,0,1
34270,180,93,36,10.5,1,1
44922,180,89,44,14.5,1,0
19200,164,82,44,16,1,1
12096,168,89,43,9,0,0
131448,178,89,40,18,1,0
20610,160,60,52,12,0,1
56250,178,100,53,10.5,1,1
52500,173,74,30,15,1,0
39000,172,90,49,12,1,1
120000,185,102,36,18,1,1
27140,171,75,57,10.5,1,0
15516,155,77,48,10.5,0,1
28300,174,76,42,10.5,1,1
43600,170,63,38,10.5,0,1
29100,170,75,42,11.5,0,0
32600,185,100,60,10.5,1,0
39000,178,65,57,10.5,1,1
15600,165,62,53,11.5,0,1
47931,180,91,59,10.5,1,1
37349,168,78,56,10.5,0,1
18240,185,70,30,12,1,0
39000,180,85,52,10.5,1,1
39000,186,93,49,12,1,1
44500,172,77,48,14.5,0,0
47000,182,95,62,14,1,1
28800,186,90,52,7,1,1
47100,186,90,36,15,1,1
28332,168,69,60,18,1,1
29080,166,52,56,18,0,1
39100,188,90,42,18,1,1
43200,180,83,42,18,1,1
34800,172,64,42,18,0,1
36000,193,140,42,10.5,1,0
19200,169,65,60,10.5,0,1
65500,194,115,39,13,1,0
27597,177,103,52,7,1,1
30777,167,70,35,15,0,1
132000,189,79,51,18,1,0
48272,160,83,49,10.5,0,0
27620,170,104,39,11.5,0,0
120000,188,84,42,18,1,1
36210,180,82,55,10.5,1,1
48205,166,76,55,10.5,0,1
72500,180,95,60,15,1,1
27800,174,84,45,10.5,1,1
63540,179,78,35,18,1,1
34820,175,68,52,10.5,1,0
17102,165,58,40,11.5,0,0
81040,179,70,39,18,0,1
77480,181,87,40,18,1,1
28200,175,76,34,10.5,1,1
34607,172,96,58,10.5,1,1
24794,154,53,27,13.5,0,0
58600,178,78,54,10.5,1,0
49700,196,99,41,11.5,1,0
12120,163,60,32,11.5,0,0
89900,175,69,38,18,1,1
36782,172,78,60,10.5,1,1
29900,167,65,48,12,0,0
21600,183,83,34,11,0,1
35600,191,140,38,11.5,1,1
38400,175,84,46,10.5,1,1
24000,186,105,45,10.5,1,1
89600,184,83,61,10.5,1,1
42000,174,68,55,12,0,1
54975,175,130,49,12,1,1
32400,181,93,43,11.5,1,1
27300,182,112,26,11.5,1,0
34836,186,90,33,15,1,1
39300,164,64,34,16,0,1
19500,151,67,55,10.5,0,0
36000,180,78,44,11.5,1,1
28200,165,65,43,10.5,0,1
36720,193,110,33,10.5,1,1
17500,180,80,36,11.5,1,0
55388,180,91,54,10.5,1,1
36100,173,85,60,10.5,1,1
30760,182,115,53,10,1,0
30500,164,61,55,10.5,0,0
15900,185,111,35,11,1,1
33900,178,65,41,18,0,1
57250,172,78,52,14.5,1,0
24616,158,50,24,14.5,0,0
14300,180,100,40,18,0,0
39997,188,100,47,14.5,1,1
30612,188,110,44,10.5,1,1
40598,168,75,40,11.5,0,1
32450,166,62,37,16,0,0
74700,185,99,45,15,1,0
56900,190,96,40,18,1,1
48000,180,70,44,18,0,1
39700,189,87,38,10.5,1,0
55300,178,73,48,10.5,1,1
12190,176,79,45,17,0,1
19960,164,74,56,10.5,0,1
29900,165,91,52,10.5,1,1
28600,165,100,45,11.5,0,1
63600,183,120,41,12,1,0
14436,163,67,23,10,0,0
27550,174,63,33,9,1,0
27200,186,108,41,11,1,1
30750,170,83,37,10.5,1,1
20688,176,77,34,11,0,1
36500,170,76,42,11.5,1,1
17400,160,60,37,12,0,1
14400,172,58,32,18,0,0
23200,178,66,27,10,0,1
72000,194,94,37,14.5,1,1
25450,172,64,36,18,0,1
24000,168,69,48,12,0,0
28260,186,123,42,11.5,1,1
18350,161,54,45,15,0,1
35400,181,102,47,10.5,1,1
15000,168,86,61,7,0,1
49008,166,60,43,11.5,0,1
102000,187,95,47,18,1,1
55500,174,105,37,18,1,0
34800,170,95,35,18,0,0
24700,171,69,31,14.5,0,0
45150,183,70,42,11.5,1,0
14400,163,105,63,11.5,0,0
50800,174,77,39,15,1,1
49800,175,75,53,11.5,1,1
47500,170,82,39,16,1,1
36000,180,85,39,12,0,0
36700,174,70,56,12,0,0
27300,179,79,40,11.5,1,1
27050,171,96,40,10.5,1,1
18112,161,76,44,11.5,0,1
51400,164,65,55,18,0,1
44150,191,97,42,11.5,1,0
39160,170,72,57,10.5,0,1
43200,189,90,37,15,1,1
49044,185,80,41,11.5,1,1
12475,167,59,38,11.5,0,1
67629,178,87,44,18,1,1
25149,168,52,45,18,0,1
46250,182,87,54,14,1,0
66000,190,100,40,12,1,1
59126,186,82,40,14,1,1
42900,178,80,48,11.5,1,1
30800,163,67,49,11.5,0,1
21600,189,80,28,14.5,1,0
110000,172,85,41,18,1,0
52800,172,82,51,18,1,0
54600,182,79,38,16,1,0
30000,184,94,53,11.5,1,1
152000,185,72,44,15,1,1
42600,184,87,38,15,1,0
18000,189,86,45,14.5,1,1
43200,176,79,39,18,1,0
42000,172,64,36,18,0,1
56000,178,80,38,18,1,1
43050,180,70,34,18,1,0
72000,181,78,37,18,0,0
45400,170,69,44,12,1,0
51200,171,75,48,18,0,0
26650,170,89,43,11.5,1,1
35811,178,82,36,10.5,1,1
44400,170,70,34,15,1,0
60160,176,74,35,16,1,1
52300,178,77,41,11,1,1
26322,181,74,33,11.5,1,0
30444,158,56,36,13.5,0,0
15950,168,58,47,10.5,0,0
58162,180,83,38,18,1,1
37200,180,82,51,10,1,1
37700,160,62,48,15,0,1
15750,157,61,33,18,0,1
29600,173,85,60,9,1,1
27060,167,65,52,12,0,1
45400,170,61,36,18,1,0
39200,183,100,40,10,1,1
26600,167,73,41,13.5,0,1
25900,182,85,42,10,1,0
28468,170,65,43,11.5,0,0
27300,170,55,39,11.5,0,0
37100,168,73,60,10.5,1,1
21600,180,65,28,12,0,0
29051,180,62,26,14.5,0,0
44300,177,72,31,14.5,1,0
94097,170,76,34,11.5,1,0
93089,160,69,42,11.5,0,1
58000,176,82,43,10.5,1,1
55120,183,94,62,13,1,1
39128,170,85,50,10.5,0,0
59000,191,135,42,12,1,1
22000,173,58,40,10,0,0
30630,185,100,44,11.5,1,1
45307,170,80,42,15,1,1
22535,169,61,41,15,0,1
24000,174,65,46,12,0,1
160000,175,96,63,18,1,1
53790,186,88,36,18,1,0
35100,180,72,43,12,1,1
49600,183,120,40,13.5,1,1
46200,173,68,47,10.5,1,1
51300,191,138,37,14.5,1,1
49750,186,82,42,15,1,1
30800,174,88,35,11.5,1,0
98700,162,55,53,18,0,0
54059,170,83,46,13.5,1,1
24000,160,60,40,11.5,0,1
36000,183,81,54,14,1,1
77900,193,102,58,12,1,1
45452,178,99,53,11.5,1,1
63000,178,79,51,11.5,1,1
62600,183,92,57,13,1,1
31200,167,115,55,12,0,1
21600,178,88,26,16,0,1
30300,185,62,30,15,0,0
120000,179,90,57,18,1,1
23750,177,70,56,17,0,1
37316,168,57,51,18,0,0
18600,170,65,46,11,0,1
17400,170,66,22,11.5,0,0
41324,180,100,36,11,1,1
32342,192,106,43,11,1,1
35840,172,65,53,11,0,0
19200,172,115,55,11,1,0
72000,173,84,61,10.5,1,0
36025,158,56,27,16,0,0
72070,185,104,44,12,1,1
39000,180,98,60,14,1,1
82440,176,98,43,11,1,0
43410,182,105,53,11.5,1,1
60054,189,110,52,18,1,1
53596,168,69,59,11,0,1
42322,160,59,59,11.5,1,1
21904,165,57,50,10,0,1
175650,187,120,51,18,1,1
21600,169,62,43,10,0,0
27600,173,102,27,11.5,1,1
43750,192,91,51,17,1,0
43364,179,71,51,11.5,0,0
25200,180,87,27,9,1,1
84200,187,109,49,12,1,1
30000,176,60,36,12,1,1
43050,178,84,49,10.5,1,1
18000,178,50,26,13.5,0,0
90000,190,85,34,11.5,1,1
52500,178,83,43,15,1,1
65200,168,67,50,11.5,1,1
37800,178,73,24,13,1,0
36000,174,80,56,11.5,1,1
18450,173,78,28,12,1,0
21600,170,63,26,11.5,0,0
61100,160,73,39,10.5,1,1
30000,172,110,51,10.5,1,1
22800,165,51,26,10,0,0
75600,184,101,42,11.5,1,1
26400,183,88,45,10.5,1,1
86602,173,90,62,12,1,1
22550,178,81,29,11.5,1,1
26401,170,82,59,10.5,1,1
64391,176,69,42,15,1,1
39716,192,80,51,12,1,1
23600,164,60,51,10.5,1,1
17850,166,66,48,9,0,1
25600,186,93,40,10.5,1,0
19400,170,60,36,10.5,0,0
25200,174,72,53,10.5,1,1
23350,165,73,47,11.5,0,1
44600,174,80,54,17,1,1
43400,176,60,60,10.5,1,1
19200,170,68,31,13,0,0
33400,179,83,51,11.5,1,1
22600,184,85,26,11.5,1,0
33800,169,72,24,13.5,0,0
29300,180,83,53,10.5,1,0
39700,186,103,56,11.5,1,1
21030,182,75,51,11.5,0,1
29300,169,92,44,10.5,1,1
31040,186,85,62,10.5,1,1
40440,172,67,51,10.5,1,1
28503,186,100,52,12,1,1
24311,154,63,57,13,0,0
34800,186,70,47,11.5,1,0
64740,188,105,63,13.5,1,1
36600,170,77,58,10.5,1,1
43981,171,87,34,11.5,1,1
24850,170,100,47,10.5,0,0
28800,180,94,47,11,1,0
29400,180,87,47,10.5,1,0
19144,193,93,58,10.5,1,1
29600,168,70,24,13.5,0,0
46600,177,68,33,13.5,0,1
45900,185,120,35,15,1,1
84500,180,85,53,18,1,1
28800,178,93,43,10.5,1,1
45599,168,87,46,10.5,1,1
21800,164,80,35,15,0,0
41200,187,100,52,11.5,1,1
25000,185,73,24,14.5,1,0
31120,200,114,54,10.5,1,1
23720,172,60,51,12,0,1
18000,180,79,59,10.5,0,0
197340,183,76,44,18,1,0
19354,164,63,53,11.5,0,1
22950,170,68,45,15,0,1
13850,168,63,55,10.5,0,1
22700,175,73,50,10.5,1,1
18400,169,60,22,10,0,0
42000,153,64,53,9,0,0
45000,175,110,44,10.5,1,1
26700,176,115,39,9,1,1
56625,178,85,40,14,1,1
22460,183,115,32,12,0,1
40460,186,100,37,11.5,1,1
23500,195,80,30,11.5,1,0
50400,170,88,61,12,1,1
49200,172,75,49,13,1,1
36000,185,78,29,11.5,1,0
59300,181,103,42,18,1,1
16200,170,67,40,14.5,0,1
76800,175,69,55,18,1,1
52000,162,62,53,13,0,1
52000,183,105,53,11.5,1,1
24800,182,115,26,11.5,1,0
12108,164,93,52,10.5,1,1
32200,176,95,48,8.5,1,1
17490,158,83,50,10.5,0,1
45000,173,80,36,18,1,1
13326,167,70,49,14.5,0,0
17450,166,52,33,14.5,0,0
36050,164,98,51,10.5,0,1
26000,175,95,31,11.5,1,1
24000,179,96,44,10.5,1,1
30050,170,61,42,10.5,0,1
61920,186,85,44,15,1,1
90000,175,77,63,14.5,1,1
51600,184,82,32,16,1,0
18000,160,50,28,14.5,0,0
57000,189,82,45,14,1,1
63300,175,90,43,11.5,1,1
31800,171,90,63,10.5,1,1
60000,180,84,28,13.5,1,0
44395,179,110,50,13.5,1,1
59700,172,70,49,11.5,0,1
34004,180,75,45,11,1,1
25798,172,65,46,14,0,1
27420,168,51,40,16,0,0
54000,176,74,28,14.5,1,1
19500,183,130,48,10.5,1,0
17250,179,90,32,10.5,0,1
37126,171,65,30,16,0,0
31100,163,87,35,14,0,0
186000,167,87,41,18,0,0
35700,181,78,53,10.5,1,0
32611,178,85,48,9,1,1
22110,182,66,34,7,1,1
32362,178,73,59,10.5,1,1
33216,179,79,53,10.5,1,1
30550,174,70,32,14.5,0,0
126000,173,80,50,18,1,1
26200,182,78,24,13,1,1
57600,183,126,53,18,1,1
26000,168,65,51,10.5,0,0
50736,176,81,50,11.5,1,1
22592,175,80,36,11.5,0,0
33600,194,98,37,13.5,1,0
41863,194,94,38,17,1,0
46550,177,65,38,12,0,0
40165,160,80,56,13,0,1
47100,172,71,58,11,1,1
26000,172,90,29,11.5,1,0
61200,179,96,54,11.5,1,1
48000,170,75,59,18,0,1
32500,180,80,38,14.5,1,0
96088,186,94,62,10.5,1,1
45000,186,85,31,16,1,0
34667,167,95,61,13.5,1,1
21600,176,94,61,10.5,1,1
28200,188,90,35,11.5,1,0
42540,168,78,54,13,0,1
30500,176,64,32,11.5,1,1
44300,178,104,55,10.5,1,1
33160,189,128,42,10.5,1,1
48850,201,128,42,11.5,1,0
33000,178,75,24,12,1,0
78300,184,92,59,15,1,1
35400,183,70,34,18,1,0
23800,160,55,27,11.5,0,0
108000,175,57,45,12,0,1
30500,190,80,45,10.5,1,1
29300,192,95,40,11.5,1,1
17496,170,70,31,13.5,0,1
22350,183,110,50,10.5,1,1
18000,163,85,43,15,0,1
24400,175,73,37,9,1,1
25200,161,60,39,13.5,0,0
79800,190,100,41,12,1,0
25524,170,65,36,11.5,1,0
27900,185,95,31,18,1,0
36410,180,98,36,11.5,1,1
34701,182,77,49,16,1,1
30220,176,65,39,11.5,0,1
35535,186,72,36,13.5,1,1
74200,178,81,41,18,1,1
25200,176,75,46,10.5,1,1
21800,172,71,25,10.5,0,0
23000,165,84,33,18,0,0
60000,190,90,38,18,1,1
31200,174,110,42,10.5,1,0
32900,195,100,39,10.5,1,0
53700,176,78,60,18,1,1
58800,176,76,37,18,1,1
21600,176,78,37,13,1,0
85150,162,76,45,18,0,0
39600,168,124,39,15,0,0
49780,172,77,59,18,1,1
97800,200,103,47,18,1,1
31200,159,73,49,12,0,1
36500,168,67,40,18,0,0
44800,180,120,36,15,1,1
23604,170,97,35,11.5,0,1
30000,187,97,42,15,1,1
28536,180,120,35,11.5,1,1
14475,168,68,33,15,0,1
40680,187,86,39,14.5,1,1
44856,180,62,31,14.5,0,1
26000,161,70,57,12,0,1
35400,171,78,54,11,1,1
21000,192,92,24,13.5,1,1
25180,164,85,48,11.5,0,0
47550,180,80,41,10.5,1,1
51400,178,100,53,18,0,0
38432,192,83,63,11,1,0
24000,180,95,37,10.5,1,1
24500,175,80,52,10.5,0,1
22500,169,54,25,11.5,0,1
25000,185,80,35,11.5,1,1
26250,169,57,27,12,0,0
22080,160,64,38,12,0,0
27600,170,65,48,8.5,1,1
37200,165,92,54,10.5,0,1
21600,178,83,43,10.5,1,1
34800,185,100,57,11,1,1
30350,175,78,56,10.5,0,1
36000,180,75,47,9,1,1
38200,185,96,41,9,1,1
27700,174,84,44,10,1,1
21100,158,59,42,12,0,1
26100,183,85,45,9,1,1
13200,185,70,23,10,1,0
22640,170,68,55,9,1,1
19550,172,75,26,11.5,1,0
51400,164,68,53,14,0,0
30780,177,89,42,9,1,1
22320,185,88,43,12,0,1
38150,173,98,56,10.5,1,1
26072,167,65,41,10.5,0,0
15600,160,77,46,9,0,0
17820,163,78,61,11,0,0
16998,180,107,29,13,1,0
60100,178,72,47,11.5,1,1
44200,174,105,58,10.5,1,1
43480,177,75,49,14,1,1
51480,166,60,45,16,1,1
36900,180,100,34,12,1,1
33600,179,65,30,11.5,0,1
16800,178,75,43,11,1,1
38384,178,110,51,7,1,1
24051,175,88,37,14.5,1,0
12100,168,55,26,11.5,0,0
19200,188,92,34,15,1,0
13800,172,74,36,10.5,1,0
55900,184,100,56,15,1,1
48050,186,95,51,11,1,1
72000,176,84,44,11,1,1
24100,185,90,38,10.5,1,0
30300,163,60,40,10.5,0,0
19802,183,93,61,10.5,1,1
32500,187,96,28,11.5,1,0
29000,170,80,51,11.5,1,1
31500,160,64,47,10,0,1
26000,176,72,25,10.5,1,0
37800,176,82,26,11.5,1,1
33100,170,100,52,10.5,1,1
28671,167,80,48,12,0,1
47000,172,80,49,11,1,1
18800,162,65,44,12,0,1
56900,174,83,62,18,1,1
40892,162,55,61,18,0,1
86339,168,57,47,18,0,1
40999,189,115,31,10,1,1
27700,180,87,35,10.5,1,1
21600,165,75,33,9,1,1
31980,175,105,43,11.5,1,1
19500,178,74,25,12,1,0
23800,183,86,33,11.5,1,0
27000,184,105,31,10,1,1
36800,165,60,39,18,0,1
30020,178,72,40,14,1,1
44252,179,103,40,15,1,1
40100,186,100,47,10.5,1,1
17640,178,81,43,11.5,0,1
40801,178,83,53,10.5,1,1
52400,183,100,36,12,1,1
21800,182,90,41,15,1,1
49000,183,116,54,10.5,1,1
31800,164,60,56,12,0,1
96000,182,102,51,15,1,1
38839,172,75,46,10.5,1,1
86443,190,86,47,18,1,1
64722,170,86,56,14,1,1
31302,162,120,43,12,0,0
38400,178,82,40,16,1,0
15000,180,75,38,14.5,1,0
21756,176,70,31,11.5,1,1
43350,184,89,43,14.5,0,0
13200,160,78,58,11.5,0,1
19200,170,58,30,11,0,0
17816,156,64,53,10,0,1
37800,165,46,61,13,0,0
107400,173,82,48,18,1,1
33300,164,55,48,16,0,1
446906,183,78,46,18,1,1
81200,187,91,54,15,1,0
68160,179,73,46,14.5,1,1
53950,178,85,63,18,1,0
69600,186,75,41,18,1,1
37700,178,90,54,10.5,1,1
42148,184,95,34,14.5,1,0
33900,175,100,42,15,1,1
27820,170,85,48,9,1,0
21696,158,53,20,10.5,0,0
24900,169,83,52,13,0,0
25000,190,80,25,10.5,1,0
23580,163,76,46,10,0,0
19500,162,72,25,14.5,0,0
25200,180,84,60,13,1,1
26400,173,106,57,10.5,1,0
63612,183,96,52,14,1,1
41504,160,65,45,12,0,1
20400,183,98,45,12,1,1
31952,183,83,38,13.5,1,0
107630,194,84,42,12,1,1
75923,172,67,46,18,1,1
24020,179,76,38,18,1,1
56660,170,60,50,18,0,1
66000,173,87,58,13,1,1
60329,160,85,55,11.5,0,1
38895,170,80,33,16,0,0
56400,180,100,39,10.5,1,1
45175,189,93,45,18,1,1
44714,160,55,39,11.5,0,1
43600,162,65,43,12,1,0
31811,164,58,60,15,0,1
60276,176,86,58,13,1,1
92004,178,85,55,13,1,1
264000,176,108,49,18,1,0
116000,172,103,48,18,0,0
12922,168,55,30,18,0,0
17200,163,70,49,9,0,1
62722,177,82,46,14.5,1,1
32400,160,56,61,18,0,1
25380,170,56,58,11.5,1,1
38902,190,90,45,10.5,1,1
50100,168,63,49,13.5,1,1
26400,173,79,53,9,0,1
32400,190,73,26,10.5,1,0
57700,167,54,38,18,0,0
32920,165,62,33,12,0,1
26250,184,110,34,11.5,1,1
35780,187,72,45,10.5,1,0
21540,164,83,34,11.5,0,0
36700,170,78,44,10.5,1,0
39220,174,88,47,10.5,1,1
23502,160,100,41,11.5,0,1
27300,157,62,52,13.5,0,1
24000,178,92,53,15,1,1
176000,182,86,63,15,1,1
20000,166,63,26,11.5,0,0
36400,182,84,54,15,1,1
60000,170,79,53,15,0,1
24400,168,63,49,14.5,0,0
60750,165,72,44,16,0,1
64800,192,108,56,11.5,1,0
71024,179,74,40,18,1,0
61500,172,72,36,10,1,1
42200,175,83,37,9,1,1
34100,175,71,47,10.5,1,1
29700,184,90,27,10.5,1,0
29002,193,82,45,11.5,1,1
96869,184,77,56,10.5,1,1
45600,170,85,50,10.5,1,0
60000,196,106,45,13,1,1
42264,186,80,56,18,1,1
59480,186,125,35,13,1,0
74450,180,75,52,14.5,1,1
33600,163,65,50,18,0,1
162000,169,60,53,18,0,0
55580,178,82,41,16,1,0
57200,190,85,43,11.5,1,1
21300,179,68,33,14,0,0
46800,192,83,33,15,1,0
59380,178,77,61,11.5,1,1
49063,164,58,59,11.5,0,1
17640,180,82,31,18,1,0
50400,191,86,43,11.5,1,1
37400,180,100,59,10.5,1,1
32750,161,90,54,10.5,0,1
38400,180,112,29,9,1,1
35738,173,75,48,12,0,1
32452,187,107,47,18,1,1
30650,165,80,47,13,1,1
48000,186,125,60,10.5,1,1
24000,189,108,38,11,1,1
23700,160,65,32,12,0,1
20400,160,73,47,11.5,0,1
48900,186,96,57,12,1,1
60000,179,85,56,15,1,1
31000,168,77,60,12,1,1
32364,160,65,56,13.5,0,1
40300,162,54,35,17,0,0
46800,192,98,33,18,1,0
34800,179,110,46,15,1,0
31600,181,100,53,10.5,1,1
14000,186,105,24,10.5,1,0
40750,178,81,31,12,1,1
18260,171,70,27,13.5,0,1
38400,178,95,50,10.5,1,1
28800,183,74,55,11.5,1,1
50316,186,73,49,10.5,1,1
27101,167,65,44,11.5,0,1
56039,176,65,38,18,1,0
96000,189,86,45,18,1,1
54000,185,83,45,11.5,1,0
30297,163,62,39,11.5,0,0
42000,172,78,46,18,1,0
32900,157,73,37,11.5,0,0
20025,170,72,36,10.5,1,0
42800,185,93,40,11.5,1,1
30000,176,70,35,11,1,1
20400,175,82,46,11.5,1,1
35050,169,84,43,11.5,0,0
24000,182,80,51,10.5,1,1
32755,180,83,52,10.5,1,1
36185,183,95,47,11,1,1
34800,183,98,45,15,1,1
84000,176,83,53,10.5,1,1
52322,163,60,28,18,0,0
29200,179,71,27,18,1,0
98000,180,98,55,11.5,1,1
41172,183,88,31,18,1,0
34143,182,106,62,12,1,1
54500,175,95,57,10.5,1,1
23860,178,110,29,10.5,1,0
48840,175,97,45,10.5,1,1
30400,168,58,44,13.5,0,0
44541,184,90,52,11.5,1,0
115310,184,104,58,11,1,1
19452,176,80,58,10.5,0,1
56291,178,95,37,16,1,1
16530,178,55,24,12,0,0
29100,186,90,34,11,1,1
38791,193,80,35,10.5,1,0
15000,160,55,57,11.5,0,1
24000,177,85,36,11.5,1,1
24120,192,92,47,13.5,1,1
28440,170,86,41,10.5,1,0
57200,178,80,47,13,1,1
60600,182,90,48,14,1,1
38543,160,50,29,13.5,0,0
20916,180,99,51,11.5,1,1
39500,175,80,55,12,1,1
39610,184,112,42,11.5,1,1
24094,170,73,54,15,0,0
31000,185,83,63,10.5,1,1
52800,184,78,44,12,0,0
26400,180,73,39,10.5,1,0
61050,172,83,53,13,1,1
46301,175,69,54,15,1,1
37200,175,62,51,12,0,1
37000,168,80,35,18,0,0
42000,182,86,39,10.5,1,1
36100,188,81,35,15,1,1
41576,172,77,44,14.5,1,1
21603,168,63,42,16,0,1
56200,190,114,45,10.5,1,1
44650,166,62,40,17,0,1
60000,175,80,52,16,1,1
32500,183,79,22,9,1,0
51600,180,80,47,11.5,1,1
46200,179,65,46,13.5,0,1
90000,187,95,50,14,1,0
53400,177,102,49,16,1,1
65000,171,84,46,11.5,1,1
29822,175,85,55,11.5,1,1
40200,176,88,42,11,1,1
37347,171,95,46,10.5,1,1
30551,174,94,57,11,1,1
36000,178,90,50,15,0,0
41400,178,125,47,10.5,1,1
48000,185,88,42,10,1,1
14107,176,70,51,15,0,1
26920,182,90,39,12,1,1
26400,175,90,42,10.5,1,1
47820,180,74,57,15,1,1
49300,170,72,59,10.5,1,0
61200,178,78,57,18,1,1
16837,168,53,26,10,0,0
54100,182,94,63,18,1,1
37824,178,76,33,18,1,1
63700,178,80,53,10.5,1,1
47250,176,77,49,12,1,1
31320,175,60,22,11.5,1,0
53800,175,81,44,11,1,1
83409,174,75,43,10.5,1,0
72000,170,74,36,10.5,1,1
21050,170,84,35,10.5,0,1
37200,183,96,46,10.5,1,1
20600,179,82,45,11,0,1
73900,185,75,53,18,1,1
74050,183,90,44,18,1,1
39600,183,95,43,18,1,0
44400,194,94,43,11,1,1
29900,176,100,53,10.5,1,1
81540,175,120,55,15,0,0
48140,168,75,54,18,1,1
55860,165,70,46,16,0,1
29400,168,90,46,16,1,1
36537,167,85,41,16,0,1
75800,178,95,50,18,1,1
82747,173,95,60,18,1,1
19358,172,54,27,16,0,0
57600,178,90,45,18,1,1
47300,170,75,58,12,1,1
39600,168,85,60,11,0,0
33405,168,75,35,13,0,0
28300,175,92,37,10.5,1,1
35400,167,78,55,10.5,1,1
144700,166,52,29,16,0,0
27187,168,61,27,11.5,0,0
12760,175,68,51,11.5,0,0
26100,164,70,42,11.5,0,0
26400,170,78,41,11.5,0,1
34200,173,95,45,10.5,1,1
21600,166,63,27,12,0,0
28600,165,82,35,10.5,0,0
40800,170,100,44,10.5,1,1
40600,164,74,47,13,0,0
42900,178,75,62,11.5,1,1
42930,176,68,30,18,1,0
19800,155,46,50,10.5,0,1
39000,185,100,46,10.5,1,1
18000,180,95,46,10.5,1,1
21631,162,62,41,10.5,0,1
23400,168,90,46,11.5,0,1
35350,170,100,59,11,1,1
18950,173,87,25,11.5,0,0
78000,180,96,41,9,1,1
42365,190,115,52,10.5,1,1
19500,170,90,38,10.5,1,1
30360,192,86,39,14.5,1,0
28690,172,69,35,15,0,0
15120,165,48,38,13,0,0
15120,182,93,31,11.5,1,0
39600,175,65,40,11.5,1,1
29500,172,80,64,10.5,1,0
14296,165,80,61,9,0,0
51550,162,55,46,11.5,0,0
28800,146,54,35,8.5,0,1
28800,179,64,46,10.5,1,0
34750,156,45,50,11.5,0,0
45500,175,74,48,11.5,1,0
71318,187,80,54,15,1,1
26500,171,98,31,12,0,0
37200,179,83,51,10.5,1,0
26200,172,81,46,10.5,0,0
39600,178,86,48,10.5,1,1
65500,184,87,47,18,1,1
54400,175,63,35,16,1,1
44400,169,57,32,16,0,0
44200,167,63,53,11.5,0,0
92600,183,78,52,18,1,1
40100,164,60,53,18,0,1
60839,186,95,31,18,1,0
48647,179,60,59,11.5,1,1
28800,185,70,26,11.5,0,0
19440,187,95,30,18,1,0
33900,180,87,53,11.5,1,0
49100,201,124,40,11.5,1,1
37621,168,62,29,12,0,0
74512,186,89,59,11.5,1,1
31800,170,60,27,11.5,0,0
19700,173,65,29,15,0,0
22800,178,88,41,11.5,1,0
33995,163,77,59,10.5,0,1
54000,160,70,30,18,0,0
36000,176,99,34,18,1,0
